[Header Info Signal 1 COLT 3.0]
"champor_std_20_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  17:51    ,210420_Ring21_liq_sync.M,7
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",284123481,21.347,0.00
"caryophyllene_b EIC",20719705,21.347,0.00
"caryophyllene_b SIM",27494998,21.349,0.00
"RI_1504_unknown_sesquiterpene TIC",449626,22.052,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",1285042,22.124,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",-5227,22.221,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",3498513,22.497,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",908807,22.627,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"caryophyll_b_std_40_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
26 Apr 2021  21:13    ,210420_Ring21_liq_sync.M,6
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"caryophyll_b_std_40_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
26 Apr 2021  21:13    ,210420_Ring21_liq_sync.M,6
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",45027,13.307,0.00
"pinene_a SIM",35162,13.309,0.00
"RI_960_unknown_monoterpene TIC",16541,13.703,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",32764,13.703,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",610233,13.927,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",36235,14.058,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",36300,14.171,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",23177,14.500,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",7772,14.515,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",153580,14.591,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",0,0.000,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",29259,15.190,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",4478,15.223,0.00
"RI_1066_unknown_monoterpen TIC",368414,15.637,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",-31388,15.638,0.00
"sabinene_hydrate_E TIC",1833414,15.816,0.00
"sabinene_hydrate_E EIC",98563,15.821,0.00
"sabinene_hydrate_E SIM",1633616,15.640,0.00
"acetophenone TIC",184956,15.893,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",372316,16.376,0.00
"nonanal EIC",400513,16.298,0.00
"RI_1118_unknown TIC",834908,16.502,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",929745,16.502,0.00
"thujone_a EIC",20404,16.501,0.00
"thujone_b TIC",1046943,16.652,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",231749,17.679,0.00
"borneol EIC",5261,17.682,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",234197,17.955,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",310183,17.955,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",3537247,18.960,0.00
"RI_1302_unknown TIC",994145,19.356,0.00
"RI_1312_unknown TIC",245314,19.570,0.00
"1-Bromo-Decane TIC",103027,20.125,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",54053,20.425,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",1382889,20.675,0.00
"RI_1404_unknown_sesquiterpene EIC",199845,20.677,0.00
"RI_1404_unknown_sesquiterpene SIM",304163,20.677,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",284036081,21.347,0.00
"caryophyllene_b EIC",21164164,21.347,0.00
"caryophyllene_b SIM",28022543,21.349,0.00
"RI_1504_unknown_sesquiterpene TIC",535800,22.068,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",221654,22.141,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",272120,22.238,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",1977644,22.516,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",805878,22.650,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"caryophyll_b_std_60_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
26 Apr 2021  21:55    ,210420_Ring21_liq_sync.M,7
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"caryophyll_b_std_60_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
26 Apr 2021  21:55    ,210420_Ring21_liq_sync.M,7
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",24874,13.311,0.00
"pinene_a SIM",20030,13.308,0.00
"RI_960_unknown_monoterpene TIC",0,0.000,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",66831,13.709,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",1481877,13.927,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",15082,13.926,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",20218,14.273,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",0,0.000,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",0,0.000,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",33331,14.589,0.00
"methyldecane_2 EIC",17921,14.603,0.00
"RI_1019_unknown_monoterpene TIC",14088,14.759,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",13612,14.943,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",21995,15.202,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",749964,15.623,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",498874,15.623,0.00
"sabinene_hydrate_E TIC",1644877,15.814,0.00
"sabinene_hydrate_E EIC",90348,15.819,0.00
"sabinene_hydrate_E SIM",1717868,15.626,0.00
"acetophenone TIC",122681,15.892,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",282666,16.379,0.00
"nonanal EIC",274360,16.298,0.00
"RI_1118_unknown TIC",207613,16.500,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",1094580,16.500,0.00
"thujone_a EIC",24617,16.498,0.00
"thujone_b TIC",400172,16.721,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",257400,17.676,0.00
"borneol EIC",20500,17.677,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",461053,17.932,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",667451,17.933,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",2188728,18.959,0.00
"RI_1302_unknown TIC",1299306,19.360,0.00
"RI_1312_unknown TIC",599269,19.569,0.00
"1-Bromo-Decane TIC",56190,20.121,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",119769,20.209,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",20208,20.211,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",1403209,20.674,0.00
"RI_1404_unknown_sesquiterpene EIC",313519,20.675,0.00
"RI_1404_unknown_sesquiterpene SIM",439541,20.675,0.00
"RI_1414_unknown_sesquiterpene TIC",177163,20.901,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",390967769,21.350,0.00
"caryophyllene_b EIC",28926253,21.350,0.00
"caryophyllene_b SIM",38733104,21.351,0.00
"RI_1504_unknown_sesquiterpene TIC",290170,22.078,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",822658,22.153,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",-13858,22.244,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",251332,22.385,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",467562,22.656,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"caryophyll_b_std_60_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
26 Apr 2021  22:35    ,210420_Ring21_liq_sync.M,7
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"caryophyll_b_std_60_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
26 Apr 2021  22:35    ,210420_Ring21_liq_sync.M,7
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",0,0.000,0.00
"pinene_a SIM",18973,13.309,0.00
"RI_960_unknown_monoterpene TIC",9777,13.702,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",45241,13.702,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",1026040,13.927,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",10644,13.927,0.00
"sabinene TIC",36607,14.023,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",0,0.000,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",20774,14.509,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",80669,14.585,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",8065,14.798,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",31071,15.014,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",17351,15.134,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",3283,15.249,0.00
"RI_1066_unknown_monoterpen TIC",311038,15.638,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",-37895,15.639,0.00
"sabinene_hydrate_E TIC",1525600,15.816,0.00
"sabinene_hydrate_E EIC",69781,15.821,0.00
"sabinene_hydrate_E SIM",1647494,15.642,0.00
"acetophenone TIC",1737649,15.817,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",347432,16.380,0.00
"nonanal EIC",282508,16.299,0.00
"RI_1118_unknown TIC",904373,16.499,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",952181,16.499,0.00
"thujone_a EIC",25215,16.490,0.00
"thujone_b TIC",1187528,16.651,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",255663,17.679,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",217667,17.941,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",351424,17.941,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",2059039,18.961,0.00
"RI_1302_unknown TIC",94393,19.356,0.00
"RI_1312_unknown TIC",530104,19.407,0.00
"1-Bromo-Decane TIC",0,0.000,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",70474,20.210,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",83753,20.435,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",737698,20.674,0.00
"RI_1404_unknown_sesquiterpene EIC",235429,20.674,0.00
"RI_1404_unknown_sesquiterpene SIM",387117,20.676,0.00
"RI_1414_unknown_sesquiterpene TIC",40538,20.907,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",384997796,21.350,0.00
"caryophyllene_b EIC",28927939,21.350,0.00
"caryophyllene_b SIM",38429793,21.352,0.00
"RI_1504_unknown_sesquiterpene TIC",350702,22.103,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",306981,22.176,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",88843,22.276,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",152649,22.411,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",388140,22.695,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"caryophyll_b_std_80_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
26 Apr 2021  23:17    ,210420_Ring21_liq_sync.M,8
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"caryophyll_b_std_80_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
26 Apr 2021  23:17    ,210420_Ring21_liq_sync.M,8
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",841606,13.305,0.00
"pinene_a SIM",976241,13.307,0.00
"RI_960_unknown_monoterpene TIC",22568,13.703,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",14037,13.671,0.00
"camphene TIC",57987,13.703,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",1586745,13.926,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",92329,14.075,0.00
"sabinene EIC",50289,14.075,0.00
"sabinene SIM",54629,14.072,0.00
"pinene_b TIC",263034,14.075,0.00
"pinene_b EIC",57835,14.075,0.00
"pinene_b SIM",60359,14.072,0.00
"6-methyl-5-hepten-2-one TIC",64247,14.199,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",18306,14.211,0.00
"sabinene_1 SIM",18238,14.206,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",0,0.000,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",0,0.000,0.00
"hexyl_acetate EIC",59526,14.585,0.00
"methyldecane_2 TIC",263697,14.583,0.00
"methyldecane_2 EIC",58971,14.584,0.00
"RI_1019_unknown_monoterpene TIC",43040,14.755,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",115691,14.951,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",0,0.000,0.00
"limonene TIC",51787,15.137,0.00
"limonene EIC",0,0.000,0.00
"limonene SIM",176811,15.114,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",1054798,15.611,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",651826,15.614,0.00
"sabinene_hydrate_E TIC",2732069,15.818,0.00
"sabinene_hydrate_E EIC",162500,15.819,0.00
"sabinene_hydrate_E SIM",1801136,15.617,0.00
"acetophenone TIC",333259,15.893,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",289421,16.375,0.00
"nonanal EIC",709950,16.295,0.00
"RI_1118_unknown TIC",942809,16.500,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",632154,16.500,0.00
"thujone_a EIC",0,0.000,0.00
"thujone_b TIC",6947985,16.715,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",998937,17.275,0.00
"champhor EIC",44551,17.270,0.00
"borneol TIC",245902,17.667,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",251377,17.869,0.00
"dodecane EIC",45538,17.841,0.00
"methylsalicylate TIC",378688,17.921,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",546872,17.920,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",8642224,18.954,0.00
"RI_1302_unknown TIC",1253000,19.348,0.00
"RI_1312_unknown TIC",901233,19.474,0.00
"1-Bromo-Decane TIC",0,0.000,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",138636,20.205,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",25758,20.208,0.00
"RI_1374_unknown_sesquiterpene TIC",118203,20.350,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",249686,20.429,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",1940870,20.673,0.00
"RI_1404_unknown_sesquiterpene EIC",449188,20.673,0.00
"RI_1404_unknown_sesquiterpene SIM",649835,20.674,0.00
"RI_1414_unknown_sesquiterpene TIC",374129,20.802,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",517305071,21.354,0.00
"caryophyllene_b EIC",36862460,21.354,0.00
"caryophyllene_b SIM",50068150,21.356,0.00
"RI_1504_unknown_sesquiterpene TIC",599021,22.033,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",603887,22.204,0.00
"RI_1514_unknown EIC",70419,22.278,0.00
"RI_1520_unknown_sesquiterpene TIC",1876000,22.279,0.00
"RI_1520_unknown_sesquiterpene EIC",4620,22.223,0.00
"RI_1520_unknown_sesquiterpene SIM",11878,22.224,0.00
"RI_1536_unknown TIC",8023922,22.478,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",2582313,22.608,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"caryophyll_b_std_80_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
26 Apr 2021  23:57    ,210420_Ring21_liq_sync.M,8
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"caryophyll_b_std_80_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
26 Apr 2021  23:57    ,210420_Ring21_liq_sync.M,8
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",841183,13.305,0.00
"pinene_a SIM",978611,13.307,0.00
"RI_960_unknown_monoterpene TIC",18006,13.697,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",14004,13.669,0.00
"camphene TIC",73009,13.697,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",844672,13.926,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",24094,14.074,0.00
"sabinene EIC",45640,14.079,0.00
"sabinene SIM",51709,14.074,0.00
"pinene_b TIC",124141,14.075,0.00
"pinene_b EIC",45488,14.079,0.00
"pinene_b SIM",58150,14.074,0.00
"6-methyl-5-hepten-2-one TIC",19483,14.213,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",24721,14.214,0.00
"sabinene_1 EIC",25318,14.197,0.00
"sabinene_1 SIM",20818,14.207,0.00
